activity_id,customer_id,activity_date,activity_type
ACT0019208,CUST003314,2024-01-15,app_open
ACT0019209,CUST001805,14-06-2023,page_view
ACT0019210,CUST002075,13 Apr 2024,app_open
ACT0019211,CUST009798,2024-03-18,login
ACT0019212,CUST006863,06/02/2025,purchase
ACT0019213,CUST005329,11/10/2023,cart_add
ACT0019214,CUST009542,2023-07-21,login
ACT0019215,CUST004473,09/30/2023,support_ticket
ACT0019216,CUST002762,22 Jul 2026,app_open
ACT0019217,CUST004278,2024-04-28,purchase
ACT0019218,CUST007427,2025-07-15,cart_add
ACT0019219,CUST004065,2024-04-29,purchase
ACT0019220,CUST004386,2025-12-17,app_open
ACT0019221,CUST002972,2023-03-06,app_open
ACT0019222,CUST001038,12-04-2023,purchase
ACT0019223,CUST005796,12-07-2026,cart_add
ACT0019224,CUST004794,,purchase
ACT0019225,CUST002080,01/05/2026,purchase
ACT0019226,CUST008678,2026-01-23,app_open
ACT0019227,CUST003237,01/10/2025,email_open
ACT0019228,CUST007580,2023-03-18,login
ACT0019229,CUST006676,18-05-2023,email_open
ACT0019230,CUST001250,2026-04-05,page_view
ACT0019231,CUST003625,2023-12-22,login
ACT0019232,CUST003725,2024-12-06,email_click
ACT0019233,CUST001188,2024-11-27,email_click
ACT0019234,CUST008197,06/30/2023,login
ACT0019235,CUST009563,2026-03-17,email_click
ACT0019236,CUST001260,2024-03-22,email_open
ACT0019237,CUST006079,2024-12-20,cart_add
ACT0019238,CUST008404,2025-09-24,login
ACT0019239,CUST004112,2024-10-22,purchase
ACT0019240,CUST006410,2024-09-25,app_open
ACT0019241,CUST002566,2025-12-21,login
ACT0019242,CUST004217,2026-02-11,login
ACT0019243,CUST000062,2023-11-26,cart_add
ACT0019244,CUST002173,2024-01-14,login
ACT0019245,CUST007149,29-12-2024,email_click
ACT0019246,CUST007088,2026-01-18,support_ticket
ACT0019247,CUST007553,2025-04-22,login
ACT0019248,CUST005811,01/24/2024,email_open
ACT0019249,CUST009122,12-08-2025,page_view
ACT0019250,CUST009390,05-05-2026,email_open
ACT0019251,CUST001006,2025-11-09,page_view
ACT0019252,CUST004762,2024-08-28,email_open
ACT0019253,CUST000737,10/30/2024,email_click
ACT0019254,CUST003910,2024-12-05,email_click
ACT0019255,CUST009372,06-03-2023,email_open
ACT0019256,CUST002417,2025-05-02,email_click
ACT0019257,CUST005684,2023-10-10,cart_add
ACT0019258,CUST002599,01/03/2026,page_view
ACT0019259,CUST008445,2024-02-11,page_view
ACT0019260,CUST007424,2025-04-10,page_view
ACT0019261,CUST004810,2025-06-08,app_open
ACT0019262,CUST008510,07/01/2026,email_open
ACT0019263,CUST003796,2024-08-22,page_view
ACT0019264,CUST007111,28 May 2026,email_click
ACT0019265,CUST009133,2025-12-21,page_view
ACT0019266,CUST000961,07 Dec 2024,email_click
ACT0019267,CUST008931,2026-02-13,cart_add
ACT0019268,CUST009071,2023-07-31,cart_add
ACT0019269,CUST009657,12-11-2025,support_ticket
ACT0019270,CUST000309,2023-07-28,cart_add
ACT0019271,CUST002908,2023-04-15,email_click
ACT0019272,CUST004269,2023-02-10,app_open
ACT0019273,CUST001581,11/10/2024,purchase
ACT0019274,CUST004101,,support_ticket
ACT0019275,CUST001202,10-04-2023,app_open
ACT0019276,CUST001553,2025-01-15,login
ACT0019277,CUST007471,2024-09-29,email_click
ACT0019278,CUST006638,09/09/2023,email_click
ACT0019279,CUST006844,04/27/2025,cart_add
ACT0019280,CUST003941,,login
ACT0019281,CUST000530,,cart_add
ACT0019282,CUST001535,12-01-2025,email_click
ACT0019283,CUST009318,2023-07-03,page_view
ACT0019284,CUST008001,19 Feb 2025,support_ticket
ACT0019285,CUST006305,10-10-2025,support_ticket
ACT0019286,CUST005102,25-11-2025,app_open
ACT0019287,CUST005460,2026-01-05,support_ticket
ACT0019288,CUST002102,2024-09-12,email_click
ACT0019289,CUST001649,2025-02-06,page_view
ACT0019290,CUST006161,28 Feb 2024,email_open
ACT0019291,CUST002404,11-10-2023,page_view
ACT0019292,CUST001998,07/23/2025,app_open
ACT0019293,CUST003296,23-07-2024,login
ACT0019294,CUST005786,01/17/2023,support_ticket
ACT0019295,CUST009187,13-03-2024,cart_add
ACT0019296,CUST000827,07/23/2025,purchase
ACT0019297,CUST004662,2025-07-15,login
ACT0019298,CUST009546,2024-12-12,email_click
ACT0019299,CUST003341,2025-08-14,login
ACT0019300,CUST000156,2024-09-17,cart_add
ACT0019301,CUST002139,,email_open
ACT0019302,CUST006723,2025-11-10,app_open
ACT0019303,CUST008860,28-05-2026,email_click
ACT0019304,CUST009696,2023-08-07,email_click
ACT0019305,CUST003950,2023-01-30,login
ACT0019306,CUST001309,2025-11-24,email_click
ACT0019307,CUST004294,07/29/2025,login
ACT0019308,CUST006453,2023-01-02,app_open
ACT0019309,CUST007275,16 Aug 2025,email_click
ACT0019310,CUST001269,2023-06-24,app_open
ACT0019311,CUST004537,2024-08-02,login
ACT0019312,CUST007920,11-10-2025,page_view
ACT0019313,CUST008899,11 Mar 2026,login
ACT0019314,CUST005581,2026-05-26,purchase
ACT0019315,CUST005973,2025-04-25,purchase
ACT0019316,CUST000903,14-07-2024,purchase
ACT0019317,CUST001154,07/04/2024,purchase
ACT0019318,CUST003486,2024-09-21,support_ticket
ACT0019319,CUST001879,26-06-2025,cart_add
ACT0019320,CUST004146,2024-02-13,email_open
ACT0019321,CUST003439,27-07-2025,email_click
ACT0019322,CUST008267,2023-05-12,cart_add
ACT0019323,CUST002139,22 Jul 2025,purchase
ACT0019324,CUST003787,22-03-2026,email_open
ACT0019325,CUST008426,2023-07-01,app_open
ACT0019326,CUST006375,2026-07-30,app_open
ACT0019327,CUST005717,2024-09-18,email_open
ACT0019328,CUST002297,30-01-2025,email_open
ACT0019329,CUST006652,2026-02-01,email_click
ACT0019330,CUST008708,,page_view
ACT0019331,CUST008746,2024-02-20,support_ticket
ACT0019332,CUST000674,2023-02-27,cart_add
ACT0019333,CUST005747,04/01/2024,app_open
ACT0019334,CUST001698,2024-06-08,app_open
ACT0019335,CUST005646,2026-03-03,app_open
ACT0019336,CUST004280,25-01-2026,purchase
ACT0019337,CUST002102,08-06-2024,purchase
ACT0019338,CUST007816,10/17/2023,support_ticket
ACT0019339,CUST003843,2023-07-27,cart_add
ACT0019340,CUST001521,31-01-2025,cart_add
ACT0019341,CUST004961,09/17/2024,purchase
ACT0019342,CUST000774,2025-09-30,cart_add
ACT0019343,CUST008078,17-12-2025,login
ACT0019344,CUST001119,25-01-2024,page_view
ACT0019345,CUST002995,2024-01-15,support_ticket
ACT0019346,CUST002919,01-03-2023,purchase
ACT0019347,CUST001880,22-05-2026,page_view
ACT0019348,CUST004344,,purchase
ACT0019349,CUST000398,16-09-2024,email_click
ACT0019350,CUST006386,2025-09-01,purchase
ACT0019351,CUST008607,2023-12-06,email_open
ACT0019352,CUST001769,2025-12-03,email_open
ACT0019353,CUST009155,02-04-2023,app_open
ACT0019354,CUST007780,2026-04-10,purchase
ACT0019355,CUST002639,2025-05-27,email_click
ACT0019356,CUST003224,2025-04-02,support_ticket
ACT0019357,CUST002209,07/16/2026,email_open
ACT0019358,CUST004792,23-01-2023,app_open
ACT0019359,CUST009215,07/26/2023,cart_add
ACT0019360,CUST002684,2024-12-29,cart_add
ACT0019361,CUST003320,2023-03-28,email_open
ACT0019362,CUST001931,2025-08-27,support_ticket
ACT0019363,CUST002631,2023-12-07,purchase
ACT0019364,CUST003332,09/08/2024,email_open
ACT0019365,CUST008121,2023-02-11,cart_add
ACT0019366,CUST009003,12/22/2025,support_ticket
ACT0019367,CUST009031,2023-12-16,login
ACT0019368,CUST005761,2024-11-28,login
ACT0019369,CUST002307,2024-05-10,purchase
ACT0019370,CUST005865,13-10-2025,support_ticket
ACT0019371,CUST004118,2023-07-22,app_open
ACT0019372,CUST006082,2026-02-03,cart_add
ACT0019373,CUST006141,17 Jan 2026,app_open
ACT0019374,CUST006465,30-05-2024,email_click
ACT0019375,CUST005664,13-02-2026,page_view
ACT0019376,CUST008907,08/18/2025,email_click
ACT0019377,CUST001706,2024-04-07,purchase
ACT0019378,CUST005525,05-03-2023,cart_add
ACT0019379,CUST001168,25-02-2024,support_ticket
ACT0019380,CUST007796,2024-09-02,page_view
ACT0019381,CUST006248,06/02/2024,support_ticket
ACT0019382,CUST000582,08-02-2025,app_open
ACT0019383,CUST005893,2024-06-23,login
ACT0019384,CUST008100,11/03/2023,login
ACT0019385,CUST004778,17-04-2026,login
ACT0019386,CUST003155,01/31/2026,support_ticket
ACT0019387,CUST001607,2024-05-09,email_click
ACT0019388,CUST000738,04/04/2026,purchase
ACT0019389,CUST005205,19 May 2024,support_ticket
ACT0019390,CUST008759,10 Jun 2026,page_view
ACT0019391,CUST005964,2026-01-21,app_open
ACT0019392,CUST003641,2026-06-03,support_ticket
ACT0019393,CUST008169,2023-06-30,purchase
ACT0019394,CUST006850,2023-11-02,cart_add
ACT0019395,CUST003382,2026-01-24,login
ACT0019396,CUST008189,05/02/2023,email_open
ACT0019397,CUST004902,2025-02-14,login
ACT0019398,CUST009622,03/02/2024,email_click
ACT0019399,CUST005096,2024-02-05,purchase
ACT0019400,CUST008812,08/26/2025,cart_add
ACT0019401,CUST009872,2024-07-08,email_open
ACT0019402,CUST003287,13-10-2024,cart_add
ACT0019403,CUST004624,30-08-2023,cart_add
ACT0019404,CUST001321,2026-03-23,page_view
ACT0019405,CUST005982,16-05-2025,login
ACT0019406,CUST007141,2025-10-18,login
ACT0019407,CUST004176,09/09/2023,page_view
ACT0019408,CUST005297,2023-05-16,page_view
ACT0019409,CUST008884,2024-05-29,page_view
ACT0019410,CUST006661,02 Aug 2023,support_ticket
ACT0019411,CUST000368,,app_open
ACT0019412,CUST004311,09/21/2024,app_open
ACT0019413,CUST008297,2024-03-26,email_open
ACT0019414,CUST002872,2025-02-21,support_ticket
ACT0019415,CUST007168,2023-02-19,support_ticket
ACT0019416,CUST009169,2023-07-29,support_ticket
ACT0019417,CUST008904,2025-12-30,app_open
ACT0019418,CUST003147,,support_ticket
ACT0019419,CUST004661,2023-09-27,page_view
ACT0019420,CUST001587,2024-07-02,support_ticket
ACT0019421,CUST001522,2025-07-16,cart_add
ACT0019422,CUST000396,17 Jan 2025,app_open
ACT0019423,CUST004850,2023-12-30,email_open
ACT0019424,CUST006533,2024-06-13,support_ticket
ACT0019425,CUST006167,2026-04-08,page_view
ACT0019426,CUST008960,05-08-2023,support_ticket
ACT0019427,CUST005266,2024-03-24,purchase
ACT0019428,CUST009102,30-01-2026,purchase
ACT0019429,CUST008164,2024-05-02,support_ticket
ACT0019430,CUST009698,2024-06-30,page_view
ACT0019431,CUST005257,2024-02-29,cart_add
ACT0019432,CUST004824,11/20/2023,login
ACT0019433,CUST003636,2024-03-27,support_ticket
ACT0019434,CUST005212,2024-01-01,email_open
ACT0019435,CUST006606,2025-07-01,email_click
ACT0019436,CUST004515,2023-05-27,page_view
ACT0019437,CUST001603,21-04-2024,app_open
ACT0019438,CUST001586,01-06-2024,login
ACT0019439,CUST004922,2025-04-02,support_ticket
ACT0019440,CUST008660,,login
ACT0019441,CUST001376,2025-03-18,support_ticket
ACT0019442,CUST005329,2026-02-07,cart_add
ACT0019443,CUST007881,28-02-2025,page_view
ACT0019444,CUST006248,09/14/2024,purchase
ACT0019445,CUST006880,2024-08-01,login
ACT0019446,CUST002345,02/20/2023,cart_add
ACT0019447,CUST009509,2023-08-03,login
ACT0019448,CUST001134,17-05-2025,cart_add
ACT0019449,CUST004617,2025-02-26,email_click
ACT0019450,CUST009501,2024-01-22,app_open
ACT0019451,CUST004449,2025-06-22,cart_add
ACT0019452,CUST007183,2026-03-01,email_click
ACT0019453,CUST009443,03-09-2023,login
ACT0019454,CUST000538,2026-03-24,purchase
ACT0019455,CUST009742,,page_view
ACT0019456,CUST007344,2023-01-10,email_open
ACT0019457,CUST006756,04/23/2026,cart_add
ACT0019458,CUST004808,29-07-2024,email_click
ACT0019459,CUST000257,17 May 2024,support_ticket
ACT0019460,CUST006761,01 May 2025,email_click
ACT0019461,CUST009513,2025-03-20,page_view
ACT0019462,CUST000825,05-02-2025,app_open
ACT0019463,CUST001753,2023-05-16,email_click
ACT0019464,CUST007049,2026-05-03,login
ACT0019465,CUST007330,2023-01-03,email_click
ACT0019466,CUST008677,02/18/2025,login
ACT0019467,CUST001548,13-09-2023,email_click
ACT0019468,CUST004058,2023-07-21,purchase
ACT0019469,CUST004298,02-10-2023,email_open
ACT0019470,CUST002366,2026-03-24,app_open
ACT0019471,CUST005715,04/17/2025,page_view
ACT0019472,CUST003643,,purchase
ACT0019473,CUST007051,06/15/2023,support_ticket
ACT0019474,CUST001412,2026-04-30,email_open
ACT0019475,CUST000979,2026-05-22,email_open
ACT0019476,CUST000849,2025-04-29,purchase
ACT0019477,CUST008658,2026-03-27,login
ACT0019478,CUST004510,2023-08-23,login
ACT0019479,CUST004563,21-10-2025,email_open
ACT0019480,CUST000195,2023-09-26,support_ticket
ACT0019481,CUST003589,2024-10-26,email_open
ACT0019482,CUST002846,2026-07-31,page_view
ACT0019483,CUST005437,2025-06-22,purchase
ACT0019484,CUST009108,2026-01-01,app_open
ACT0019485,CUST007238,2025-03-02,cart_add
ACT0019486,CUST006383,2025-02-28,purchase
ACT0019487,CUST006467,02 May 2026,purchase
ACT0019488,CUST005359,04 Dec 2024,page_view
ACT0019489,CUST006372,03/31/2024,purchase
ACT0019490,CUST007830,2025-12-27,support_ticket
ACT0019491,CUST009872,2024-09-30,email_click
ACT0019492,CUST008337,14-02-2023,support_ticket
ACT0019493,CUST001842,2025-02-25,login
ACT0019494,CUST004524,2026-07-24,cart_add
ACT0019495,CUST005367,28-02-2026,login
ACT0019496,CUST004165,2023-01-10,page_view
ACT0019497,CUST002023,2026-02-21,email_click
ACT0019498,CUST003425,2023-02-17,support_ticket
ACT0019499,CUST003941,2025-09-09,support_ticket
ACT0019500,CUST007206,2026-07-07,email_open
ACT0019501,CUST000129,2024-06-27,login
ACT0019502,CUST006066,26-03-2023,app_open
ACT0019503,CUST006207,2025-10-05,cart_add
ACT0019504,CUST002804,06/28/2024,email_open
ACT0019505,CUST006293,13-03-2025,email_open
ACT0019506,CUST008488,2023-04-12,purchase
ACT0019507,CUST006712,14-12-2023,email_click
ACT0019508,CUST006837,09/29/2023,email_open
ACT0019509,CUST004599,2023-02-23,purchase
ACT0019510,CUST009003,2026-03-09,cart_add
ACT0019511,CUST005053,10/30/2024,app_open
ACT0019512,CUST009642,02/24/2025,email_click
ACT0019513,CUST006467,2025-05-03,email_open
ACT0019514,CUST006743,2024-12-09,login
ACT0019515,CUST009682,31-01-2024,email_click
ACT0019516,CUST006979,27 Jan 2026,cart_add
ACT0019517,CUST002630,2024-12-23,app_open
ACT0019518,CUST004799,03/18/2023,app_open
ACT0019519,CUST002594,24-03-2023,support_ticket
ACT0019520,CUST001333,2026-08-01,app_open
ACT0019521,CUST007392,07-01-2026,page_view
ACT0019522,CUST003108,03/20/2026,login
ACT0019523,CUST002095,13-10-2025,purchase
ACT0019524,CUST009304,2023-04-17,app_open
ACT0019525,CUST006003,2024-10-19,purchase
ACT0019526,CUST005782,07/23/2025,login
ACT0019527,CUST008741,2026-07-30,app_open
ACT0019528,CUST001153,2025-09-16,cart_add
ACT0019529,CUST003116,20-01-2023,cart_add
ACT0019530,CUST005213,2025-01-04,cart_add
ACT0019531,CUST004113,01-06-2024,page_view
ACT0019532,CUST000093,03/18/2024,page_view
ACT0019533,CUST003706,2025-10-18,support_ticket
ACT0019534,CUST002246,30-08-2024,page_view
ACT0019535,CUST009824,,support_ticket
ACT0019536,CUST001296,2024-04-10,app_open
ACT0019537,CUST005730,01-05-2024,support_ticket
ACT0019538,CUST009584,,email_open
ACT0019539,CUST006873,2025-05-08,purchase
ACT0019540,CUST006492,02 Nov 2023,cart_add
ACT0019541,CUST007723,,support_ticket
ACT0019542,CUST009514,2023-03-05,email_open
ACT0019543,CUST009487,06-12-2025,support_ticket
ACT0019544,CUST009368,2026-02-08,login
ACT0019545,CUST009935,2024-12-04,purchase
ACT0019546,CUST007116,2025-03-05,purchase
ACT0019547,CUST006839,08/25/2023,cart_add
ACT0019548,CUST005377,07/13/2025,support_ticket
ACT0019549,CUST004593,2025-10-29,email_open
ACT0019550,CUST009444,2023-09-11,email_open
ACT0019551,CUST003185,06-11-2024,cart_add
ACT0019552,CUST001344,01/19/2023,support_ticket
ACT0019553,CUST002935,06/09/2025,cart_add
ACT0019554,CUST002516,23 Apr 2024,support_ticket
ACT0019555,CUST009184,03-07-2024,email_click
ACT0019556,CUST006454,2026-03-26,cart_add
ACT0019557,CUST008195,2025-08-30,login
ACT0019558,CUST001629,2024-08-07,email_click
ACT0019559,CUST001324,20 Mar 2023,email_click
ACT0019560,CUST008458,12-02-2025,login
ACT0019561,CUST000768,03-03-2026,email_click
ACT0019562,CUST002468,22-12-2024,email_open
ACT0019563,CUST005137,2024-05-30,email_open
ACT0019564,CUST004516,2026-04-24,support_ticket
ACT0019565,CUST007269,,page_view
ACT0019566,CUST001462,2026-04-14,login
ACT0019567,CUST009323,20-07-2025,email_click
ACT0019568,CUST001212,2024-07-25,support_ticket
ACT0019569,CUST001861,2023-11-09,login
ACT0019570,CUST004441,2024-03-01,login
ACT0019571,CUST009769,14-04-2024,email_click
ACT0019572,CUST007874,05/15/2024,email_open
ACT0019573,CUST000159,17-07-2025,cart_add
ACT0019574,CUST007570,2023-10-07,cart_add
ACT0019575,CUST001634,2026-05-09,cart_add
ACT0019576,CUST005961,03/21/2025,login
ACT0019577,CUST007692,04/10/2024,email_click
ACT0019578,CUST007771,04/15/2025,login
ACT0019579,CUST002049,2024-05-27,support_ticket
ACT0019580,CUST009309,20-09-2023,app_open
ACT0019581,CUST004278,2024-02-21,email_click
ACT0019582,CUST003022,2026-05-11,cart_add
ACT0019583,CUST008367,2024-04-09,cart_add
ACT0019584,CUST007069,02/08/2025,support_ticket
ACT0019585,CUST000247,,support_ticket
ACT0019586,CUST001493,2025-07-18,support_ticket
ACT0019587,CUST008429,,cart_add
ACT0019588,CUST001379,2023-07-28,email_open
ACT0019589,CUST002479,2026-07-19,login
ACT0019590,CUST008852,07-03-2024,cart_add
ACT0019591,CUST008826,31-08-2024,login
ACT0019592,CUST007305,2023-07-29,cart_add
ACT0019593,CUST001646,2024-12-20,login
ACT0019594,CUST005085,2024-10-28,cart_add
ACT0019595,CUST009012,2025-04-26,email_click
ACT0019596,CUST001588,2024-04-08,email_open
ACT0019597,CUST007625,2024-08-11,login
ACT0019598,CUST005740,03/01/2025,login
ACT0019599,CUST009233,2024-11-17,cart_add
ACT0019600,CUST005548,19-12-2025,page_view
ACT0019601,CUST003075,19-05-2026,email_click
ACT0019602,CUST003691,2025-05-04,email_open
ACT0019603,CUST002917,08/27/2025,page_view
ACT0019604,CUST003956,16-01-2023,app_open
ACT0019605,CUST008341,2023-06-03,purchase
ACT0019606,CUST008973,27-11-2024,email_click
ACT0019607,CUST009695,2023-10-04,support_ticket
ACT0019608,CUST006915,10/19/2025,login
ACT0019609,CUST001862,26-09-2025,support_ticket
ACT0019610,CUST008507,2023-12-12,email_open
ACT0019611,CUST008948,,purchase
ACT0019612,CUST002558,30-12-2024,purchase
ACT0019613,CUST008126,07 Dec 2025,email_click
ACT0019614,CUST009267,02-01-2023,support_ticket
ACT0019615,CUST000239,2024-08-13,support_ticket
ACT0019616,CUST009263,2025-08-04,purchase
ACT0019617,CUST006229,,app_open
ACT0019618,CUST003811,2023-07-18,login
ACT0019619,CUST007505,2023-10-14,purchase
ACT0019620,CUST003365,08-04-2023,page_view
ACT0019621,CUST005839,05/28/2023,purchase
ACT0019622,CUST001567,2025-03-07,cart_add
ACT0019623,CUST004806,2025-09-08,cart_add
ACT0019624,CUST004722,07 Jan 2026,app_open
ACT0019625,CUST003224,03/11/2024,login
ACT0019626,CUST002684,2023-08-25,purchase
ACT0019627,CUST003222,04/08/2025,cart_add
ACT0019628,CUST008108,23-03-2025,app_open
ACT0019629,CUST002630,2023-12-08,purchase
ACT0019630,CUST009158,2025-02-10,support_ticket
ACT0019631,CUST000372,15 Oct 2023,support_ticket
ACT0019632,CUST005034,2025-05-23,login
ACT0019633,CUST000108,2025-03-31,email_open
ACT0019634,CUST006516,2023-05-14,support_ticket
ACT0019635,CUST002109,09-11-2023,cart_add
ACT0019636,CUST008880,2025-02-20,page_view
ACT0019637,CUST002829,2024-07-10,email_click
ACT0019638,CUST004893,15-02-2023,cart_add
ACT0019639,CUST000019,2025-03-14,page_view
ACT0019640,CUST009063,07/03/2023,page_view
ACT0019641,CUST005115,08-12-2025,page_view
ACT0019642,CUST005609,15 Mar 2024,purchase
ACT0019643,CUST006123,,support_ticket
ACT0019644,CUST009111,2023-10-08,email_click
ACT0019645,CUST000843,07/27/2023,app_open
ACT0019646,CUST002059,28 Aug 2024,support_ticket
ACT0019647,CUST003224,2025-12-18,purchase
ACT0019648,CUST000716,09/11/2025,cart_add
ACT0019649,CUST006237,01/06/2025,page_view
ACT0019650,CUST001554,28-05-2026,email_click
ACT0019651,CUST009448,2026-06-06,purchase
ACT0019652,CUST005529,2023-10-17,email_click
ACT0019653,CUST007392,2023-07-14,page_view
ACT0019654,CUST006967,2023-03-09,page_view
ACT0019655,CUST009110,02-12-2023,page_view
ACT0019656,CUST004481,03-02-2023,support_ticket
ACT0019657,CUST005423,2024-04-24,app_open
ACT0019658,CUST007618,2024-06-04,support_ticket
ACT0019659,CUST000628,31-05-2026,cart_add
ACT0019660,CUST003545,21 Dec 2024,page_view
ACT0019661,CUST004442,08/13/2025,cart_add
ACT0019662,CUST001563,2026-04-21,email_click
ACT0019663,CUST002791,11-06-2024,email_click
ACT0019664,CUST001500,2026-01-23,email_open
ACT0019665,CUST004391,14-06-2026,email_click
ACT0019666,CUST000440,2024-01-21,email_click
ACT0019667,CUST003952,2023-06-25,login
ACT0019668,CUST001132,2024-10-24,login
ACT0019669,CUST008009,2023-04-19,cart_add
ACT0019670,CUST007436,2026-05-02,email_open
ACT0019671,CUST003264,06/01/2024,cart_add
ACT0019672,CUST008186,2024-09-09,login
ACT0019673,CUST001574,02/28/2023,cart_add
ACT0019674,CUST007322,2025-01-20,cart_add
ACT0019675,CUST005886,2025-01-08,cart_add
ACT0019676,CUST002653,2026-04-18,page_view
ACT0019677,CUST005080,2026-05-04,email_click
ACT0019678,CUST004523,11/07/2024,support_ticket
ACT0019679,CUST000500,22-09-2023,login
ACT0019680,CUST003809,08/16/2025,page_view
ACT0019681,CUST009321,2023-11-20,cart_add
ACT0019682,CUST008341,2025-03-29,cart_add
ACT0019683,CUST006414,17 Feb 2026,support_ticket
ACT0019684,CUST006387,24-11-2024,email_open
ACT0019685,CUST009556,23-04-2025,app_open
ACT0019686,CUST007027,08-03-2025,support_ticket
ACT0019687,CUST003999,2025-08-23,support_ticket
ACT0019688,CUST008024,07-06-2024,app_open
ACT0019689,CUST005360,,cart_add
ACT0019690,CUST001122,2026-02-25,cart_add
ACT0019691,CUST005859,2024-08-13,email_open
ACT0019692,CUST008676,2026-03-28,app_open
ACT0019693,CUST009711,2024-11-06,cart_add
ACT0019694,CUST002344,2025-10-30,app_open
ACT0019695,CUST001044,2025-06-06,page_view
ACT0019696,CUST002286,2024-02-10,support_ticket
ACT0019697,CUST004514,2023-11-10,email_open
ACT0019698,CUST009041,01/31/2024,support_ticket
ACT0019699,CUST005855,2024-06-05,app_open
ACT0019700,CUST000261,12/30/2024,page_view
ACT0019701,CUST002380,13-05-2023,login
ACT0019702,CUST009783,11/10/2025,email_open
ACT0019703,CUST004452,,app_open
ACT0019704,CUST007459,10-07-2026,email_open
ACT0019705,CUST009719,08/01/2026,cart_add
ACT0019706,CUST006951,2023-08-10,email_click
ACT0019707,CUST003632,2023-08-11,app_open
ACT0019708,CUST009767,2025-07-26,page_view
ACT0019709,CUST000088,2023-05-23,email_click
ACT0019710,CUST005315,2023-12-10,purchase
ACT0019711,CUST002505,15-10-2024,email_open
ACT0019712,CUST009804,08-06-2025,login
ACT0019713,CUST008561,2024-04-18,login
ACT0019714,CUST001368,2026-03-27,cart_add
ACT0019715,CUST002287,02-02-2024,cart_add
ACT0019716,CUST002214,2026-01-16,login
ACT0019717,CUST002067,2023-07-10,page_view
ACT0019718,CUST002731,2023-05-16,login
ACT0019719,CUST000505,23-05-2023,email_open
ACT0019720,CUST001224,04/23/2025,login
ACT0019721,CUST005253,02-11-2023,email_click
ACT0019722,CUST000943,2024-04-30,email_open
ACT0019723,CUST007155,2026-01-26,purchase
ACT0019724,CUST000577,2024-03-28,page_view
ACT0019725,CUST006968,,purchase
ACT0019726,CUST001349,2024-12-09,purchase
ACT0019727,CUST008127,2023-01-01,support_ticket
ACT0019728,CUST000507,2023-11-17,email_click
ACT0019729,CUST004915,08/20/2025,
ACT0019730,CUST003291,22-03-2025,cart_add
ACT0019731,CUST001419,2024-09-18,support_ticket
ACT0019732,CUST005168,2024-08-09,login
ACT0019733,CUST003896,2024-10-24,purchase
ACT0019734,CUST007181,2024-02-12,cart_add
ACT0019735,CUST001988,06-01-2025,support_ticket
ACT0019736,CUST003866,30-06-2025,email_open
ACT0019737,CUST006915,,page_view
ACT0019738,CUST006655,2024-04-10,login
ACT0019739,CUST003899,2023-03-12,support_ticket
ACT0019740,CUST003494,2026-03-16,app_open
ACT0019741,CUST004842,2025-06-13,support_ticket
ACT0019742,CUST006760,2023-12-12,support_ticket
ACT0019743,CUST007224,20-10-2025,email_click
ACT0019744,CUST004375,05/12/2024,cart_add
ACT0019745,CUST007648,2023-09-24,email_open
ACT0019746,CUST003626,2023-06-05,email_open
ACT0019747,CUST006910,15 Sep 2023,page_view
ACT0019748,CUST006363,17-05-2023,email_click
ACT0019749,CUST005281,2024-07-31,page_view
ACT0019750,CUST006431,2023-03-12,email_click
ACT0019751,CUST003196,2025-10-07,purchase
ACT0019752,CUST002528,2026-01-04,email_click
ACT0019753,CUST002164,29-10-2024,purchase
ACT0019754,CUST009785,2025-01-17,login
ACT0019755,CUST008785,13-02-2025,app_open
ACT0019756,CUST001152,2026-07-27,support_ticket
ACT0019757,CUST009780,06/01/2023,cart_add
ACT0019758,CUST002827,2024-07-12,app_open
ACT0019759,CUST007463,14-04-2023,support_ticket
ACT0019760,CUST001020,18-06-2023,email_open
ACT0019761,CUST009241,2023-04-10,support_ticket
ACT0019762,CUST001895,2024-09-29,support_ticket
ACT0019763,CUST005115,2023-03-06,login
ACT0019764,CUST004477,2026-06-30,support_ticket
ACT0019765,CUST007981,2023-10-05,cart_add
ACT0019766,CUST006949,01-05-2025,login
ACT0019767,CUST003127,2025-06-10,app_open
ACT0019768,CUST000526,03/17/2025,app_open
ACT0019769,CUST003023,2023-09-05,app_open
ACT0019770,CUST002897,11/26/2024,support_ticket
ACT0019771,CUST003860,10-11-2025,email_open
ACT0019772,CUST001957,01/06/2024,cart_add
ACT0019773,CUST007704,08-07-2025,app_open
ACT0019774,CUST008300,19-02-2026,purchase
ACT0019775,CUST007534,2025-06-10,support_ticket
ACT0019776,CUST007592,2026-03-14,app_open
ACT0019777,CUST009696,10/20/2024,email_open
ACT0019778,CUST005618,2026-01-23,support_ticket
ACT0019779,CUST009811,2026-06-11,purchase
ACT0019780,CUST000257,14-05-2025,page_view
ACT0019781,CUST001929,20-02-2026,login
ACT0019782,CUST001177,15-11-2024,cart_add
ACT0019783,CUST001399,2024-07-16,page_view
ACT0019784,CUST003184,2024-10-22,purchase
ACT0019785,CUST006077,28 Jul 2026,email_click
ACT0019786,CUST004024,,page_view
ACT0019787,CUST001242,2024-02-10,page_view
ACT0019788,CUST009673,2025-04-13,page_view
ACT0019789,CUST002608,01-06-2025,support_ticket
