campaign_id,date,impressions,clicks,leads,spend
CAMP0015,14-03-2026,7203.0,136,11,$845.90
CAMP0015,2026-03-15,311.0,16,1,350.64
CAMP0015,2026-03-16,8354.0,392,44,5166.63
CAMP0015,03/17/2026,4867.0,226,14,2379.62
CAMP0015,2026-03-18,671.0,39,1,1149.97
CAMP0015,2026-03-19,3520.0,153,13,6102.29
CAMP0015,20-03-2026,6085.0,59,8,1187.54
CAMP0015,03/21/2026,16582.0,736,27,12255.69
CAMP0015,2026-03-22,8701.0,431,21,14523.04
CAMP0015,2026-03-23,6891.0,209,13,5021.48
CAMP0015,,10879.0,644,91,25429.06
CAMP0015,25-03-2026,6252.0,339,24,14736.5
CAMP0015,2026-03-26,13206.0,502,56,21597.89
CAMP0015,2026-03-27,11810.0,233,28,6311.71
CAMP0015,2026-03-28,3189.0,72,5,2137.98
CAMP0015,2026-03-29,1975.0,65,7,1393.72
CAMP0015,03/30/2026,4778.0,130,9,"₹3,479.74"
CAMP0015,2026-03-31,5667.0,182,7,1828.27
CAMP0015,01 Apr 2026,19220.0,1056,108,37769.74
CAMP0015,04/02/2026,13932.0,805,101,31522.14
CAMP0015,2026-04-03,4243.0,84,11,527.13
CAMP0015,04/04/2026,3412.0,68,3,970.66
CAMP0015,2026-04-05,8290.0,237,17,2265.2
CAMP0015,04/06/2026,16611.0,724,82,24716.52
CAMP0015,2026-04-07,9185.0,419,60,13467.45
CAMP0015,2026-04-08,8960.0,510,39,14775.59
CAMP0015,2026-04-09,11371.0,370,40,"₹13,570.22"
CAMP0015,10-04-2026,6455.0,354,50,2680.76
CAMP0015,2026-04-11,5125.0,176,24,6839.74
CAMP0015,04/12/2026,6328.0,64,6,1682.22
CAMP0015,2026-04-13,9467.0,256,34,5211.64
CAMP0015,14-04-2026,5318.0,165,5,"₹6,949.37"
CAMP0015,04/15/2026,19719.0,119,3,2957.0
CAMP0015,2026-04-16,5102.0,119,13,3920.51
CAMP0015,17-04-2026,6314.0,201,15,2608.02
CAMP0015,2026-04-18,21987.0,161,16,2405.57
CAMP0015,19-04-2026,13513.0,247,10,8890.6
CAMP0015,20-04-2026,3515.0,105,9,3412.04
CAMP0015,2026-04-21,14540.0,309,17,3349.77
CAMP0015,2026-04-22,9551.0,210,18,6625.12
CAMP0015,23-04-2026,17461.0,366,33,2177.21
CAMP0015,2026-04-24,3349.0,93,13,3149.02
CAMP0015,25-04-2026,10990.0,299,14,7618.8
CAMP0015,2026-04-26,17507.0,605,56,25983.66
CAMP0015,2026-04-27,5361.0,276,23,9638.3
CAMP0015,04/28/2026,4546.0,85,9,₹985.10
CAMP0015,29-04-2026,1967.0,86,5,2340.11
CAMP0015,2026-04-30,3270.0,161,10,4981.56
CAMP0015,05/01/2026,3087.0,120,9,1475.21
CAMP0015,2026-05-02,10833.0,504,23,9328.25
CAMP0015,05/03/2026,10241.0,299,33,6117.46
CAMP0015,2026-05-04,12818.0,510,74,8886.26
CAMP0015,05/05/2026,23027.0,1183,140,8673.62
CAMP0015,06-05-2026,4624.0,214,28,6644.25
CAMP0015,05/07/2026,12058.0,112,13,"₹4,302.98"
CAMP0015,08 May 2026,5051.0,262,28,6760.47
CAMP0015,2026-05-09,5256.0,108,9,2835.35
CAMP0015,,15040.0,729,69,26412.7
CAMP0015,11-05-2026,11832.0,629,36,3443.68
CAMP0015,2026-05-12,2558.0,94,6,2481.12
CAMP0015,2026-05-13,5340.0,305,45,4396.97
CAMP0015,05/14/2026,1168.0,30,0,₹161.10
CAMP0015,2026-05-15,3025.0,129,7,3534.05
CAMP0015,05/16/2026,5118.0,176,8,4459.18
CAMP0015,05/17/2026,2263.0,94,11,885.08
CAMP0015,18-05-2026,3420.0,66,5,1696.1
CAMP0015,,6371.0,224,21,4718.81
CAMP0015,2026-05-20,11532.0,583,74,7319.45
CAMP0015,05/21/2026,4466.0,93,5,1567.41
CAMP0015,2026-05-22,2986.0,132,5,1211.67
CAMP0015,23-05-2026,11408.0,295,24,2000.93
CAMP0015,2026-05-24,2238.0,88,3,1105.03
CAMP0015,2026-05-25,2312.0,44,3,1753.44
CAMP0015,2026-05-26,2103.0,12,1,$293.77
CAMP0015,05/27/2026,15650.0,899,126,37192.17
CAMP0015,28 May 2026,494.0,21,2,₹278.87
CAMP0015,2026-05-29,7727.0,9272,1365,372827.78
CAMP0015,2026-05-30,4177.0,87,8,3234.03
CAMP0015,2026-05-31,,203,4,2527.89
CAMP0015,01-06-2026,5392.0,39,2,474.52
CAMP0015,2026-06-02,3414.0,104,8,2299.2
CAMP0015,2026-06-03,20138.0,1129,78,26584.6
CAMP0015,06/04/2026,7315.0,281,16,3206.87
CAMP0015,2026-06-05,20346.0,883,89,11091.09
CAMP0015,06 Jun 2026,28392.0,1266,112,26357.57
CAMP0015,06/07/2026,13159.0,551,16,12908.5
CAMP0015,08 Jun 2026,1372.0,13,1,558.52
CAMP0015,2026-06-09,13409.0,392,40,14103.81
CAMP0015,,4793.0,180,7,3390.84
CAMP0015,11-06-2026,4677.0,51,1,323.21
CAMP0015,2026-06-12,618.0,35,1,1499.77
CAMP0015,2026-06-13,11671.0,589,19,14837.01
CAMP0015,14-06-2026,16342.0,609,78,4805.54
CAMP0015,2026-06-15,8593.0,203,20,"₹8,249.88"
CAMP0015,2026-06-16,22277.0,1121,81,10196.37
CAMP0015,2026-06-17,1470.0,67,1,927.61
CAMP0015,06/18/2026,2371.0,83,3,859.68
CAMP0016,2023-12-23,4981.0,241,20,2437.47
CAMP0016,2023-12-24,2130.0,57,3,1141.14
CAMP0016,2023-12-25,583.0,15,0,₹538.50
CAMP0016,26-12-2023,6508.0,48,5,1725.96
CAMP0016,2023-12-27,6522.0,297,32,4410.7
CAMP0016,2023-12-28,16485.0,177,26,6975.55
CAMP0016,,8930.0,138,10,1084.7
CAMP0016,30-12-2023,7582.0,347,24,6319.48
CAMP0016,12/31/2023,13232.0,346,14,11353.7
CAMP0016,01 Jan 2024,8070.0,335,19,4340.49
CAMP0016,01/02/2024,4909.0,159,9,1635.55
CAMP0016,2024-01-03,6417.0,269,32,"₹7,055.88"
CAMP0016,01/04/2024,1925.0,26,1,363.88
CAMP0016,,8915.0,320,45,4103.3
CAMP0016,,14127.0,268,14,1760.79
CAMP0016,07-01-2024,9543.0,438,11,6032.05
CAMP0016,2024-01-08,12997.0,563,39,"₹6,416.25"
CAMP0016,2024-01-09,11005.0,406,58,3146.52
CAMP0016,10 Jan 2024,674.0,4,0,151.18
CAMP0016,01/11/2024,7139.0,212,12,"₹3,587.40"
CAMP0016,,14144.0,411,29,15972.29
CAMP0016,13-01-2024,4871.0,172,8,"₹5,975.30"
CAMP0016,14 Jan 2024,16560.0,278,31,10286.61
CAMP0016,2024-01-15,7427.0,107,2,"₹2,464.87"
CAMP0016,16-01-2024,11336.0,592,31,8321.85
CAMP0016,2024-01-17,736.0,23,1,₹365.11
CAMP0016,18-01-2024,9813.0,298,33,10262.35
CAMP0016,2024-01-19,3312.0,192,24,2530.43
CAMP0016,20-01-2024,5530.0,255,20,"₹9,260.93"
CAMP0016,01/21/2024,5704.0,218,23,1250.06
CAMP0016,2024-01-22,13539.0,92,12,"₹2,977.21"
CAMP0016,2024-01-23,1716.0,73,8,1260.84
CAMP0016,2024-01-24,3455.0,163,7,2572.08
CAMP0016,2024-01-25,5235.0,311,14,8714.47
CAMP0016,2024-01-26,5469.0,256,37,3127.54
CAMP0016,27-01-2024,8539.0,201,8,4392.87
CAMP0016,2024-01-28,5817.0,347,24,10276.76
CAMP0016,2024-01-29,17192.0,457,50,19429.57
CAMP0016,2024-01-30,18228.0,302,25,1751.74
CAMP0016,01/31/2024,8004.0,267,5,"₹4,160.35"
CAMP0016,02/01/2024,9727.0,270,38,9826.74
CAMP0016,02 Feb 2024,5032.0,180,22,6219.4
CAMP0016,2024-02-03,5315.0,314,28,2990.61
CAMP0016,02/04/2024,4278.0,246,27,7094.94
CAMP0016,05-02-2024,11003.0,275,18,8375.1
CAMP0016,06-02-2024,11752.0,378,46,9082.65
CAMP0016,2024-02-07,14404.0,682,72,14576.93
CAMP0016,02/08/2024,11867.0,619,92,10375.42
CAMP0016,2024-02-09,2980.0,33,2,1284.32
CAMP0016,2024-02-10,15055.0,610,89,4409.95
CAMP0016,02/11/2024,1089.0,57,4,464.04
CAMP0016,12 Feb 2024,868.0,44,3,1862.57
CAMP0016,02/13/2024,10890.0,469,9,"₹10,370.97"
CAMP0016,2024-02-14,4213.0,82,3,2375.05
CAMP0016,15-02-2024,3216.0,26,1,879.49
CAMP0016,2024-02-16,635.0,15,2,107.94
CAMP0016,2024-02-17,17748.0,958,119,11842.45
CAMP0016,2024-02-18,13679.0,679,77,23211.12
CAMP0016,2024-02-19,2761.0,122,13,4664.9
CAMP0016,2024-02-20,2676.0,148,10,5742.11
CAMP0016,2024-02-21,4943.0,70,1,"₹1,268.81"
CAMP0016,2024-02-22,2721.0,31,1,191.63
CAMP0016,2024-02-23,25621.0,519,69,15153.57
CAMP0016,24 Feb 2024,10593.0,312,46,11983.66
CAMP0016,2024-02-25,27141.0,1364,45,19229.58
CAMP0016,26-02-2024,6320.0,335,39,14252.05
CAMP0016,2024-02-27,2771.0,15,1,248.61
CAMP0016,2024-02-28,3292.0,109,8,2779.19
CAMP0016,29-02-2024,2234.0,58,3,675.59
CAMP0016,2024-03-01,15643.0,651,32,18568.77
CAMP0016,,3353.0,106,9,2615.19
CAMP0016,03-03-2024,19958.0,922,34,7067.24
CAMP0016,2024-03-04,9722.0,560,15,12728.88
CAMP0016,2024-03-05,6343.0,363,37,"₹6,953.71"
CAMP0016,2024-03-06,1816.0,40,5,1592.64
CAMP0016,2024-03-07,888.0,6,0,138.09
CAMP0016,2024-03-08,10475.0,323,40,3225.02
CAMP0016,2024-03-09,6008.0,153,9,1843.06
CAMP0016,03/10/2024,10099.0,315,41,1979.58
CAMP0016,2024-03-11,15475.0,831,95,34995.41
CAMP0016,2024-03-12,10878.0,355,7,1873.8
CAMP0016,03/13/2024,4936.0,72,1,"$2,978.80"
CAMP0016,14-03-2024,5501.0,250,9,10372.3
CAMP0016,2024-03-15,8343.0,44,6,1764.99
CAMP0016,16 Mar 2024,11467.0,473,30,19272.83
CAMP0016,2024-03-17,9763.0,543,20,7599.76
CAMP0016,2024-03-18,1103.0,51,5,728.55
CAMP0016,2024-03-19,,425,34,9734.61
CAMP0016,03/20/2024,6214.0,211,12,3233.85
CAMP0016,2024-03-21,7134.0,93,9,2999.1
CAMP0016,2024-03-22,4433.0,144,19,6113.33
CAMP0016,23 Mar 2024,9655.0,570,31,7470.58
CAMP0016,2024-03-24,14576.0,118,17,"$3,367.41"
CAMP0016,2024-03-25,22928.0,155,15,5215.28
CAMP0016,03/26/2024,11128.0,519,25,7188.7
CAMP0016,2024-03-27,4798.0,242,16,6912.67
CAMP0016,03/28/2024,2545.0,46,1,2018.66
CAMP0016,2024-03-29,7659.0,334,16,"₹5,159.63"
CAMP0016,2024-03-30,6900.0,155,6,2404.86
CAMP0016,31 Mar 2024,2974.0,31,3,271.82
CAMP0016,2024-04-01,6575.0,40,2,1625.07
CAMP0016,2024-04-02,4964.0,159,20,"₹4,615.70"
CAMP0016,2024-04-03,7671.0,457,22,13690.73
CAMP0016,2024-04-04,4179.0,48,5,1328.95
CAMP0016,05-04-2024,6421.0,43,3,"$1,805.35"
CAMP0016,06-04-2024,19270.0,927,81,36447.86
CAMP0016,2024-04-07,1847.0,99,5,1604.66
CAMP0016,2024-04-08,1649.0,89,11,2415.57
CAMP0016,2024-04-09,4637.0,144,10,"$5,993.15"
CAMP0016,2024-04-10,5595.0,181,14,4661.76
CAMP0016,11-04-2024,,89,4,1101.22
CAMP0016,2024-04-12,22373.0,947,76,19428.6
CAMP0016,13-04-2024,2438.0,98,8,3818.6
CAMP0016,04/14/2024,6356.0,252,14,1447.19
CAMP0016,,7031.0,122,17,4111.08
CAMP0016,2024-04-16,3601.0,121,5,2083.29
CAMP0016,04/17/2024,10493.0,144,6,5262.06
CAMP0016,18 Apr 2024,7897.0,91,8,3754.13
CAMP0016,19-04-2024,6987.0,274,16,"₹7,309.01"
CAMP0016,20-04-2024,8163.0,474,25,2719.93
CAMP0016,2024-04-21,3957.0,173,21,2205.67
CAMP0016,04/22/2024,7146.0,373,30,13794.71
CAMP0016,04/23/2024,1148.0,54,3,2065.86
CAMP0016,2024-04-24,8660.0,269,16,"₹4,214.73"
CAMP0016,2024-04-25,9208.0,56,6,846.52
CAMP0016,2024-04-26,4322.0,117,16,640.06
CAMP0016,27 Apr 2024,6885.0,66,7,"₹2,125.49"
CAMP0016,28-04-2024,31655.0,1798,228,12008.68
CAMP0016,29-04-2024,369.0,11,0,245.23
CAMP0017,13-11-2023,3739.0,36,5,871.54
CAMP0017,2023-11-14,14170.0,406,29,8115.63
CAMP0017,2023-11-15,9046.0,457,15,4261.49
CAMP0017,2023-11-16,3049.0,39,3,$206.26
CAMP0017,17-11-2023,5875.0,248,20,10944.43
CAMP0017,2023-11-18,5088.0,262,36,9910.18
CAMP0017,2023-11-19,12362.0,740,39,25136.47
CAMP0017,2023-11-20,5769.0,127,18,"₹2,063.80"
CAMP0017,2023-11-21,8226.0,65,7,1708.49
CAMP0017,2023-11-22,1475.0,22,2,332.86
CAMP0017,23 Nov 2023,6054.0,39,1,573.0
CAMP0017,2023-11-24,1639.0,86,9,2425.07
CAMP0017,25-11-2023,4541.0,196,8,7145.12
CAMP0017,2023-11-26,,229,8,6326.31
CAMP0017,2023-11-27,1495.0,65,8,1454.98
CAMP0017,11/28/2023,11640.0,370,35,12050.6
CAMP0017,2023-11-29,6553.0,328,25,2589.21
CAMP0017,11/30/2023,4235.0,168,22,6805.7
CAMP0017,2023-12-01,15554.0,820,16,16571.91
CAMP0017,2023-12-02,4519.0,173,11,7123.96
CAMP0017,2023-12-03,14294.0,436,65,"$10,786.65"
CAMP0017,04 Dec 2023,6948.0,331,40,"$11,029.23"
CAMP0017,2023-12-05,1895.0,99,13,1263.84
CAMP0017,12/06/2023,7238.0,253,6,8809.49
CAMP0017,12/07/2023,13264.0,538,45,13273.78
CAMP0017,12/08/2023,4247.0,66,9,734.22
CAMP0017,2023-12-09,3325.0,124,12,"₹1,383.71"
CAMP0017,2023-12-10,10428.0,217,30,"$8,251.83"
CAMP0017,2023-12-11,10558.0,100,7,2737.21
CAMP0017,2023-12-12,5590.0,6708,815,259049.43
CAMP0017,2023-12-13,1881.0,96,3,"$3,696.88"
CAMP0017,14 Dec 2023,4672.0,116,6,2903.41
CAMP0017,15-12-2023,25521.0,611,67,21618.69
CAMP0017,2023-12-16,12588.0,531,43,23762.74
CAMP0017,2023-12-17,2758.0,158,20,6496.33
CAMP0017,12/18/2023,5808.0,147,3,3816.08
CAMP0017,,16243.0,550,80,22801.99
CAMP0017,2023-12-20,4768.0,118,14,3063.46
CAMP0017,2023-12-21,2564.0,133,16,1368.37
CAMP0017,2023-12-22,4331.0,33,2,634.18
CAMP0017,23 Dec 2023,20059.0,866,103,"₹12,809.51"
CAMP0017,2023-12-24,1579.0,8,0,84.07
CAMP0017,25-12-2023,13756.0,194,17,5549.3
CAMP0017,2023-12-26,3125.0,89,7,2270.86
CAMP0017,12/27/2023,14418.0,288,10,7845.78
CAMP0017,2023-12-28,3900.0,125,12,3346.0
CAMP0017,2023-12-29,873.0,38,3,1221.93
CAMP0017,12/30/2023,5745.0,270,25,2116.87
CAMP0017,2023-12-31,13547.0,90,10,3181.66
CAMP0017,01-01-2024,1685.0,16,1,386.59
CAMP0017,,22212.0,859,99,30658.68
CAMP0017,01/03/2024,5743.0,302,17,3434.14
CAMP0017,2024-01-04,12017.0,325,30,9209.02
CAMP0017,01/05/2024,7012.0,366,22,16049.79
CAMP0017,2024-01-06,19468.0,1123,35,15993.14
CAMP0017,2024-01-07,6962.0,201,28,5751.0
CAMP0017,2024-01-08,6042.0,311,18,"$5,962.07"
CAMP0017,2024-01-09,7464.0,444,36,12056.13
CAMP0017,2024-01-10,5820.0,132,3,5389.04
CAMP0017,11 Jan 2024,4905.0,193,14,2926.04
CAMP0017,2024-01-12,8435.0,367,33,10783.47
CAMP0017,13-01-2024,6377.0,104,11,4310.83
CAMP0017,,3044.0,50,5,1992.37
CAMP0017,2024-01-15,10055.0,466,17,8821.84
CAMP0017,01/16/2024,8846.0,292,41,11671.78
CAMP0017,2024-01-17,5759.0,120,11,4933.33
CAMP0017,18-01-2024,5659.0,231,29,6007.87
CAMP0017,19-01-2024,7324.0,335,16,6610.36
CAMP0017,2024-01-20,1615.0,93,7,3273.95
CAMP0017,21-01-2024,3210.0,173,14,7405.21
CAMP0017,2024-01-22,12444.0,112,15,4357.61
CAMP0017,23-01-2024,7948.0,448,34,"$11,895.64"
CAMP0017,2024-01-24,14673.0,529,42,3659.99
CAMP0017,2024-01-25,5938.0,75,1,1110.87
CAMP0017,2024-01-26,13331.0,139,19,1890.53
CAMP0017,,4211.0,199,26,"₹5,883.74"
CAMP0017,2024-01-28,4364.0,90,7,3885.65
CAMP0017,2024-01-29,11940.0,255,20,2001.31
CAMP0017,2024-01-30,2997.0,55,6,425.37
CAMP0017,31 Jan 2024,7514.0,235,26,4659.68
CAMP0017,2024-02-01,7724.0,226,9,10007.68
CAMP0017,2024-02-02,7685.0,265,28,"₹2,556.52"
CAMP0017,2024-02-03,3166.0,65,9,"₹2,306.39"
CAMP0017,2024-02-04,3059.0,56,6,797.64
CAMP0017,05-02-2024,3932.0,211,23,4385.67
CAMP0017,2024-02-06,3493.0,139,9,5434.15
CAMP0017,2024-02-07,574.0,22,1,294.74
CAMP0017,2024-02-08,6283.0,98,4,3536.47
CAMP0017,09-02-2024,18175.0,617,48,17389.8
CAMP0017,2024-02-10,5139.0,197,18,6117.53
CAMP0017,2024-02-11,6500.0,263,11,"$9,210.51"
CAMP0017,2024-02-12,15580.0,427,47,6009.95
CAMP0017,13-02-2024,2804.0,111,10,2124.76
CAMP0017,14-02-2024,29779.0,1292,98,16913.48
CAMP0017,15 Feb 2024,4595.0,24,1,838.96
CAMP0017,2024-02-16,4022.0,131,18,4358.45
CAMP0017,,10225.0,98,4,524.55
CAMP0017,2024-02-18,2932.0,69,8,705.73
CAMP0017,19 Feb 2024,15778.0,374,27,7086.59
CAMP0017,2024-02-20,5129.0,261,7,11143.07
CAMP0017,02/21/2024,7821.0,77,4,1531.99
CAMP0017,02/22/2024,9465.0,441,15,16902.81
CAMP0017,2024-02-23,16664.0,612,83,20203.5
CAMP0017,2024-02-24,5143.0,41,5,415.87
CAMP0017,02/25/2024,1816.0,59,1,2477.4
CAMP0017,2024-02-26,7095.0,82,5,1247.8
CAMP0017,02/27/2024,14795.0,860,81,34913.63
CAMP0017,2024-02-28,5007.0,154,20,2566.11
CAMP0017,2024-02-29,25051.0,1303,125,52854.5
CAMP0017,03/01/2024,401.0,19,1,518.17
CAMP0017,03/02/2024,6761.0,83,10,2427.28
CAMP0017,2024-03-03,5946.0,195,6,8537.31
CAMP0017,,8989.0,417,36,8233.59
CAMP0017,03/05/2024,7605.0,155,21,2660.48
CAMP0017,2024-03-06,3956.0,138,4,5835.53
CAMP0017,07-03-2024,3667.0,139,12,"$4,556.65"
CAMP0017,08-03-2024,5642.0,116,14,950.71
CAMP0017,2024-03-09,4658.0,62,1,845.53
CAMP0017,03/10/2024,13675.0,303,26,8650.76
CAMP0017,11-03-2024,10361.0,286,23,6172.12
CAMP0017,2024-03-12,14437.0,254,5,7887.41
CAMP0017,13-03-2024,7861.0,72,2,1786.09
CAMP0017,2024-03-14,5841.0,117,13,3369.21
CAMP0017,2024-03-15,3362.0,94,8,3752.29
CAMP0017,16 Mar 2024,10922.0,277,13,9973.62
CAMP0017,03/17/2024,1892.0,30,0,174.34
CAMP0017,18-03-2024,5284.0,218,13,3880.5
CAMP0017,2024-03-19,15653.0,878,42,39498.52
CAMP0017,2024-03-20,2353.0,111,5,913.96
CAMP0017,2024-03-21,18988.0,985,60,25557.69
CAMP0017,03/22/2024,3427.0,83,11,965.71
CAMP0018,11-09-2025,8024.0,126,8,5400.68
CAMP0018,,2380.0,99,11,2269.59
CAMP0018,2025-09-13,7025.0,255,28,7315.34
CAMP0018,14 Sep 2025,7340.0,180,10,2439.64
CAMP0018,15-09-2025,8858.0,343,44,8304.26
CAMP0018,09/16/2025,11699.0,289,40,9521.47
CAMP0018,17 Sep 2025,9101.0,114,11,"₹2,005.42"
CAMP0018,09/18/2025,1339.0,76,7,3045.83
CAMP0018,2025-09-19,2391.0,100,14,1514.68
CAMP0018,09/20/2025,16635.0,928,99,39208.62
CAMP0018,09/21/2025,9797.0,71,9,"$1,730.90"
CAMP0018,2025-09-22,6068.0,219,8,5204.89
CAMP0018,2025-09-23,18730.0,1067,105,16202.47
CAMP0018,2025-09-24,4068.0,193,18,6335.34
CAMP0018,2025-09-25,7781.0,344,8,"$7,037.08"
CAMP0018,26-09-2025,9010.0,127,2,1312.58
CAMP0018,2025-09-27,14178.0,340,33,14445.17
CAMP0018,09/28/2025,10041.0,446,52,3817.32
CAMP0018,29-09-2025,8204.0,82,2,1507.96
CAMP0018,30-09-2025,8460.0,290,15,"$12,024.52"
CAMP0018,2025-10-01,4597.0,157,11,2504.73
CAMP0018,2025-10-02,6013.0,300,44,5454.51
CAMP0018,10/03/2025,17583.0,467,64,12795.87
CAMP0018,2025-10-04,1567.0,63,9,2317.27
CAMP0018,2025-10-05,6166.0,137,15,5212.95
CAMP0018,06 Oct 2025,5356.0,318,17,12719.87
CAMP0018,07-10-2025,3820.0,40,4,1051.73
CAMP0018,2025-10-08,15603.0,640,66,8562.85
CAMP0018,2025-10-09,6339.0,337,47,8813.29
CAMP0018,2025-10-10,4581.0,133,15,"₹1,754.54"
CAMP0018,11-10-2025,17150.0,767,98,16080.67
CAMP0018,12-10-2025,1783.0,92,11,1520.39
CAMP0018,2025-10-13,14836.0,206,12,8445.86
CAMP0018,14-10-2025,2279.0,134,16,"₹5,718.98"
CAMP0018,2025-10-15,10825.0,453,36,8548.29
CAMP0018,2025-10-16,3630.0,188,4,"₹5,523.48"
CAMP0018,2025-10-17,2295.0,50,7,609.27
CAMP0018,18 Oct 2025,999.0,41,2,737.59
CAMP0018,2025-10-19,9574.0,329,9,"₹4,392.10"
CAMP0018,2025-10-20,10513.0,102,13,3439.47
CAMP0018,2025-10-21,7439.0,264,25,"₹11,636.81"
CAMP0018,22-10-2025,8524.0,57,6,2349.47
CAMP0018,23-10-2025,8832.0,525,16,16637.14
CAMP0018,2025-10-24,16282.0,654,64,7284.43
CAMP0018,2025-10-25,9704.0,190,24,3435.9
CAMP0018,26-10-2025,2082.0,118,5,"$2,429.03"
CAMP0018,2025-10-27,17018.0,941,113,13299.37
CAMP0018,2025-10-28,10215.0,266,10,8888.52
CAMP0018,2025-10-29,5044.0,94,7,2981.43
CAMP0018,10/30/2025,7313.0,214,6,4506.36
CAMP0018,2025-10-31,7798.0,220,24,9396.39
CAMP0018,11/01/2025,7375.0,215,26,6318.36
CAMP0018,2025-11-02,8207.0,271,24,10853.04
CAMP0018,2025-11-03,3178.0,64,3,2558.08
CAMP0018,2025-11-04,5341.0,253,20,4818.57
CAMP0018,2025-11-05,2132.0,110,10,"$3,708.62"
CAMP0018,2025-11-06,8573.0,220,30,3516.8
CAMP0018,11/07/2025,6025.0,7230,720,162915.84
CAMP0018,2025-11-08,9797.0,159,22,2477.17
CAMP0018,09 Nov 2025,8365.0,83,7,₹792.69
CAMP0018,10-11-2025,4708.0,180,22,6381.72
CAMP0018,2025-11-11,3443.0,63,9,335.76
CAMP0018,2025-11-12,5580.0,132,10,4393.6
CAMP0018,2025-11-13,8231.0,185,17,"$6,332.23"
CAMP0018,11/14/2025,2479.0,41,3,529.18
CAMP0018,2025-11-15,6047.0,68,1,479.08
CAMP0018,,4948.0,163,13,7019.3
CAMP0018,2025-11-17,7621.0,364,35,"₹8,444.22"
CAMP0018,18-11-2025,9441.0,347,17,2383.17
CAMP0018,19-11-2025,5906.0,131,10,1255.71
CAMP0018,2025-11-20,5690.0,256,10,7073.98
CAMP0018,11/21/2025,7667.0,113,14,2388.92
CAMP0018,2025-11-22,2284.0,120,8,"₹5,167.70"
CAMP0018,23 Nov 2025,4986.0,64,2,2528.45
CAMP0018,11/24/2025,10738.0,132,4,5528.65
CAMP0018,11/25/2025,1447.0,54,6,1196.33
CAMP0018,2025-11-26,3809.0,171,12,7567.62
CAMP0018,27-11-2025,16150.0,899,127,"₹13,192.03"
CAMP0018,2025-11-28,5202.0,154,17,"₹3,646.52"
CAMP0018,2025-11-29,16530.0,263,19,9262.8
CAMP0018,2025-11-30,18823.0,592,15,22319.17
CAMP0018,12/01/2025,,339,7,3997.39
CAMP0018,12/02/2025,14693.0,278,33,9040.38
CAMP0018,03-12-2025,18693.0,654,25,15109.09
CAMP0018,2025-12-04,5674.0,212,9,"₹5,987.78"
CAMP0018,05 Dec 2025,13115.0,353,12,7648.93
CAMP0018,06 Dec 2025,1176.0,30,3,786.3
CAMP0018,2025-12-07,3546.0,68,9,1781.84
CAMP0018,2025-12-08,4657.0,195,4,4682.29
CAMP0018,12/09/2025,13873.0,548,80,12919.71
CAMP0018,2025-12-10,6838.0,384,52,13989.9
CAMP0018,11 Dec 2025,16321.0,570,27,12971.3
CAMP0018,2025-12-12,15686.0,436,9,17209.34
CAMP0018,13-12-2025,6357.0,249,5,5224.08
CAMP0018,14 Dec 2025,1106.0,58,2,478.36
CAMP0018,15 Dec 2025,3699.0,86,9,₹540.49
CAMP0018,12/16/2025,8956.0,467,12,6360.2
CAMP0018,2025-12-17,20414.0,786,89,13817.15
CAMP0018,2025-12-18,4107.0,156,11,"₹4,259.69"
CAMP0018,19 Dec 2025,2201.0,52,3,1843.11
CAMP0018,2025-12-20,8186.0,464,26,10035.46
CAMP0018,,7945.0,63,4,997.25
CAMP0018,22-12-2025,10954.0,260,23,"$10,041.57"
CAMP0018,2025-12-23,5028.0,69,4,1270.22
CAMP0018,2025-12-24,7235.0,188,21,5660.31
CAMP0018,12/25/2025,4404.0,56,6,2194.23
CAMP0018,2025-12-26,18123.0,926,85,30186.45
CAMP0018,2025-12-27,9082.0,87,11,873.84
CAMP0019,2023-05-24,13793.0,453,44,15096.63
CAMP0019,2023-05-25,5131.0,59,7,1430.81
CAMP0019,26-05-2023,545.0,31,2,1336.94
CAMP0019,2023-05-27,1689.0,75,9,2412.39
CAMP0019,2023-05-28,15164.0,761,27,29636.01
CAMP0019,2023-05-29,23407.0,443,58,9870.48
CAMP0019,2023-05-30,3983.0,128,4,4502.4
CAMP0019,2023-05-31,11682.0,343,10,5647.96
CAMP0019,01-06-2023,4341.0,240,26,8985.81
CAMP0019,2023-06-02,9059.0,170,23,5712.72
CAMP0019,06/03/2023,16803.0,125,15,4018.57
CAMP0019,06/04/2023,14903.0,812,51,13619.57
CAMP0019,05-06-2023,8175.0,99,4,"₹3,093.66"
CAMP0019,2023-06-06,8594.0,438,62,16304.76
CAMP0019,2023-06-07,15497.0,219,5,"₹4,473.88"
CAMP0019,2023-06-08,4273.0,77,3,3372.05
CAMP0019,2023-06-09,5821.0,73,6,1165.24
CAMP0019,06/10/2023,6331.0,49,1,384.88
CAMP0019,2023-06-11,6216.0,174,24,7208.83
CAMP0019,2023-06-12,18918.0,1015,62,20548.04
CAMP0019,2023-06-13,18174.0,491,72,18581.87
CAMP0019,2023-06-14,16959.0,763,41,6872.17
CAMP0019,15-06-2023,2391.0,119,7,3357.79
CAMP0019,2023-06-16,1169.0,17,2,498.91
CAMP0019,2023-06-17,1629.0,97,9,3570.15
CAMP0019,2023-06-18,2942.0,72,6,2759.2
CAMP0019,2023-06-19,3014.0,165,4,2275.68
CAMP0019,20-06-2023,4751.0,184,16,2526.46
