transaction_id,customer_id,campaign_id,transaction_date,revenue
TXN0028009,CUST001122,CAMP0089,2024-09-27,171.93
TXN0027425,CUST004969,CAMP0085,2023-08-23,2871.25
TXN0034863,CUST009115,CAMP0048,2026-01-03,4355.23
TXN0033462,CUST006536,CAMP0141,04/30/2024,122.76
TXN0017018,CUST004535,CAMP0004,2025-03-01,634.46
TXN0046363,CUST001352,CAMP0156,02-06-2023,201.24
TXN0030448,CUST008572,CAMP0106,,698.87
TXN0020755,CUST006511,CAMP0202,2024-10-17,5125.2
TXN0007253,CUST001673,CAMP0147,24 Oct 2025,569.75
TXN0044596,CUST007435,CAMP0088,08-05-2023,554.11
TXN0007265,CUST007079,CAMP0007,2024-06-01,529.28
TXN0012204,CUST000284,CAMP0026,31-03-2025,1541.23
TXN0016188,CUST001388,CAMP0067,2026-01-19,565.99
TXN0028736,CUST001711,CAMP0071,2024-05-24,"₹1,678.45"
TXN0018779,CUST004046,CAMP0161,2024-01-12,2804.28
TXN0015977,CUST000662,CAMP0196,07 Mar 2023,9013.6
TXN0032531,CUST003317,,2023-05-03,153.33
TXN0006725,CUST004464,,2023-01-07,"₹18,799.98"
TXN0027669,CUST009060,CAMP0035,2025-09-27,297.64
TXN0020303,CUST008422,CAMP0098,2024-03-22,623.33
TXN0008750,CUST007790,CAMP0070,2024-01-15,382.9
TXN0044465,CUST001051,CAMP0121,2025-11-23,985.84
TXN0047869,CUST000841,CAMP0102,06/15/2026,3530.74
TXN0008415,CUST009843,CAMP0161,,"₹4,356.81"
TXN0018061,CUST006977,CAMP0111,2025-03-14,2554.42
TXN0026704,CUST002199,CAMP0173,2023-02-26,293.43
TXN0050846,CUST007770,CAMP0089,06/18/2024,4204.87
TXN0033282,CUST007026,CAMP0174,2026-04-25,799.79
TXN0056721,CUST000062,CAMP0166,2026-05-01,677.13
TXN0025076,CUST005377,CAMP0123,22-07-2023,399.21
TXN0029579,CUST006975,,29-09-2024,3521.13
TXN0000001,CUST000219,CAMP0192,2024-04-22,2335.25
TXN0043395,CUST002394,CAMP0112,2023-04-28,2220.97
TXN0055817,CUST006257,CAMP0054,2025-12-19,176.88
TXN0039238,CUST000636,CAMP0122,2023-10-19,276.73
TXN0042968,CUST009145,CAMP0217,2023-11-02,279.06
TXN0003221,CUST009922,CAMP0206,2023-05-17,782.0
TXN0003320,CUST001983,CAMP0123,2023-05-20,124.55
TXN0047529,CUST000597,,2026-02-06,679.86
TXN0046960,CUST000633,CAMP0099,04-05-2026,112.31
TXN0041142,CUST009191,,2024-09-20,2204.22
TXN0013577,CUST009760,CAMP0147,2025-05-30,998.18
TXN0050695,CUST001316,,,5648.26
TXN0055261,CUST009817,CAMP0026,2024-01-28,137.27
TXN0023660,CUST000228,CAMP0142,2026-05-11,1060.26
TXN0016874,CUST005497,CAMP0047,2024-12-30,736.14
TXN0007248,CUST004122,CAMP0092,05/11/2024,643.99
TXN0000361,CUST009266,CAMP0021,16-09-2023,345.79
TXN0057034,CUST000023,CAMP0074,23-06-2025,1795.21
TXN0000490,CUST004342,CAMP0192,,931.86
TXN0037875,CUST006494,CAMP0093,2026-05-25,2914.89
TXN0019309,CUST009559,CAMP0198,03/16/2026,1266.25
TXN0026235,CUST004065,CAMP0188,2024-04-12,1997.17
TXN0019682,CUST002998,CAMP0095,2024-07-01,77.98
TXN0032848,CUST004539,CAMP0166,14-03-2026,105.51
TXN0055708,CUST008516,CAMP0111,2026-07-08,1573.38
TXN0024802,CUST008046,CAMP0129,2025-07-31,962.46
TXN0007927,CUST006786,,2026-02-17,697.38
TXN0040126,CUST007949,CAMP0095,05-11-2025,717.34
TXN0022791,CUST002229,CAMP0034,2024-02-15,355.97
TXN0002939,CUST002623,CAMP0168,2023-05-19,628.18
TXN0034437,CUST002604,CAMP0218,2024-09-19,197.57
TXN0024855,CUST007810,CAMP0093,2023-12-26,491.73
TXN0037899,CUST001260,CAMP0171,30-05-2025,807.08
TXN0030109,CUST008978,CAMP0059,14-09-2023,979.67
TXN0041424,CUST001141,CAMP0054,2023-02-10,1435.96
TXN0019826,CUST001380,CAMP0196,2025-05-07,225.31
TXN0042176,CUST002909,CAMP0142,2023-06-30,372.52
TXN0018251,CUST009748,CAMP0029,2025-01-20,653.49
TXN0028813,CUST008492,CAMP0028,2023-07-13,1148.28
TXN0008480,CUST007873,CAMP0011,2024-04-25,18.61
TXN0005025,CUST001160,CAMP0067,12/16/2025,772.49
TXN0042029,CUST002985,CAMP0018,2026-06-28,"₹1,548.75"
TXN0031491,CUST009945,,24 May 2024,1376.64
TXN0056844,CUST008398,CAMP0006,05-06-2026,1120.17
TXN0042443,CUST002183,CAMP0010,2023-12-18,66.21
TXN0055112,CUST009419,CAMP0120,2023-07-31,121.49
TXN0038086,CUST002477,CAMP0177,2023-01-02,2093.42
TXN0008175,CUST006794,CAMP0117,2024-11-06,3213.51
TXN0056391,CUST003976,CAMP0017,15-01-2024,820.96
TXN0029305,CUST004686,CAMP0080,2024-08-18,7364.31
TXN0046296,CUST001444,CAMP0001,2024-07-20,1635.25
TXN0017057,CUST008531,CAMP0016,2026-07-17,290.55
TXN0052413,CUST001821,CAMP0198,27 Apr 2026,242.61
TXN0000110,CUST003572,CAMP0114,2023-10-15,320.28
TXN0046637,CUST003419,CAMP0201,2025-08-22,735.74
TXN0017880,CUST005049,CAMP0092,2025-05-04,580.93
TXN0006855,CUST004580,CAMP0126,2025-01-15,443.39
TXN0049059,CUST009950,CAMP0046,2024-08-08,220.14
TXN0008266,CUST000950,CAMP0153,17-02-2024,2355.44
TXN0014235,CUST002415,CAMP0214,02/02/2026,881.87
TXN0057228,CUST004840,CAMP0025,07/14/2026,332.4
TXN0017090,CUST003571,CAMP0169,2026-05-01,-131.58
TXN0008833,CUST009264,CAMP0121,03/12/2026,398.47
TXN0038189,CUST003487,CAMP0123,2026-05-13,271.83
TXN0013982,CUST001403,CAMP0137,2025-10-01,1035.41
TXN0036654,CUST003916,CAMP0210,22-07-2023,8243.13
TXN0037639,CUST000541,CAMP0038,2023-11-23,4787.44
TXN0002234,CUST007571,CAMP0055,04/03/2023,24974.6
TXN0036197,CUST008204,CAMP0010,2025-03-23,494.68
TXN0036917,CUST003966,CAMP0175,11/26/2023,317.24
TXN0035710,CUST007206,CAMP0181,01/17/2024,"₹1,998.03"
TXN0041759,CUST009538,CAMP0074,03/14/2024,852.34
TXN0032686,CUST006942,,2025-10-10,276.22
TXN0042463,CUST004704,CAMP0214,2025-07-23,1190.94
TXN0054620,CUST002192,CAMP0008,01/22/2026,320.9
TXN0051642,CUST004899,CAMP0144,2026-04-16,890.23
TXN0047811,CUST003674,CAMP0070,2025-09-21,592.68
TXN0000937,CUST008262,CAMP0033,2025-08-25,464.02
TXN0012840,CUST006540,,2024-09-27,-1059.66
TXN0020100,CUST006665,CAMP0128,05 Mar 2024,1954.97
TXN0055888,CUST004984,CAMP0103,2025-06-10,422.84
TXN0028110,CUST008204,CAMP0137,05-11-2024,2628.82
TXN0018615,CUST000005,CAMP0132,2024-11-21,10875.14
TXN0004806,CUST006360,CAMP0085,16-07-2025,1940.45
TXN0005071,CUST007404,CAMP0116,2023-11-26,2167.4
TXN0004283,CUST004445,CAMP0172,2023-02-27,83.21
TXN0042885,CUST006792,CAMP0181,2025-10-21,9756.95
TXN0055492,CUST007568,CAMP0059,2024-06-04,419.22
TXN0057675,CUST003767,CAMP0173,15-12-2025,811.32
TXN0038739,CUST008084,CAMP0192,2023-08-22,353.07
TXN0025000,CUST003864,CAMP0019,2023-02-08,6325.83
TXN0016236,CUST002233,CAMP0019,,880.52
TXN0018860,CUST005325,CAMP0113,05/08/2025,₹69.13
TXN0047293,CUST009673,CAMP0044,19-02-2024,123.62
TXN0055697,CUST006239,CAMP0111,2024-11-23,406.04
TXN0041502,CUST008364,CAMP0176,09/20/2024,₹643.36
TXN0025669,CUST004656,CAMP0174,2024-02-24,2822.73
TXN0033161,CUST005139,CAMP0016,07 Feb 2023,468.22
TXN0056529,CUST002662,CAMP0132,2023-05-20,638.23
TXN0056467,CUST002237,CAMP0036,09-05-2024,283.69
TXN0032773,CUST008807,CAMP0100,2024-04-09,929.9
TXN0023850,CUST002461,CAMP0192,2023-04-24,1714.33
TXN0031037,CUST009075,,07 Apr 2023,2622.18
TXN0044200,CUST004249,CAMP0178,2026-05-14,473.93
TXN0034809,CUST000683,CAMP0173,2024-07-31,4628.71
TXN0017850,CUST002229,CAMP0179,2023-05-17,₹455.41
TXN0057658,CUST004410,CAMP0188,12/30/2025,2292.75
TXN0052235,CUST008156,CAMP0109,28-10-2025,538.1
TXN0056060,CUST000392,CAMP0147,04/15/2025,2019.93
TXN0017759,CUST006370,CAMP0165,2023-10-27,1226.67
TXN0005504,CUST000802,CAMP0118,08/15/2025,1015.21
TXN0010736,CUST004273,CAMP0073,2023-06-30,1360.8
TXN0051652,CUST000815,CAMP0102,2024-04-28,3104.45
TXN0013199,CUST000598,CAMP0017,31-12-2023,347.64
TXN0047455,CUST003605,CAMP0015,05-11-2023,331.0
TXN0049668,CUST004118,CAMP0126,2024-01-20,2477.03
TXN0033250,CUST000991,CAMP0160,2023-08-03,8246.84
TXN0042617,CUST007325,,01/30/2026,444.02
TXN0045011,CUST000406,CAMP0202,30-06-2025,1657.36
TXN0026739,CUST003343,CAMP0084,2025-05-01,246.91
TXN0052961,CUST006269,CAMP0199,2024-08-15,4020.18
TXN0018254,CUST007998,CAMP0037,2025-07-15,975.12
TXN0044004,CUST006413,CAMP0024,22-07-2024,359.5
TXN0050287,CUST002223,,26-02-2025,851.38
TXN0034256,CUST007398,CAMP0125,07/22/2023,296.84
TXN0005138,CUST008742,CAMP0110,08/12/2025,3574.91
TXN0010426,CUST005170,CAMP0097,11-04-2023,924.89
TXN0047997,CUST001647,CAMP0203,2023-05-11,680.89
TXN0009698,CUST000362,CAMP0055,2025-05-31,433.79
TXN0040227,CUST005972,CAMP0072,2026-01-03,1934.82
TXN0007626,CUST003616,,08/21/2023,841.36
TXN0035103,CUST007737,CAMP0165,18-01-2024,1710.71
TXN0022376,CUST000101,CAMP0075,07/24/2024,761.69
TXN0055401,CUST005257,CAMP0080,05 Apr 2024,189.94
TXN0013750,CUST005692,CAMP0038,2023-04-15,3516.1
TXN0016169,CUST005054,CAMP0076,08-05-2025,6857.75
TXN0036663,CUST009268,CAMP0212,21 Sep 2023,507.14
TXN0004342,CUST009362,CAMP0070,2025-06-01,458.17
TXN0002031,CUST008138,CAMP0103,2025-02-05,463.63
TXN0008871,CUST008181,CAMP0088,07-10-2023,51.46
TXN0028602,CUST007590,CAMP0072,07-02-2024,792.76
TXN0024100,CUST006300,,10/25/2024,₹263.61
TXN0022505,CUST007652,CAMP0096,2024-01-05,440.94
TXN0009723,CUST001754,CAMP0154,13-02-2023,21447.52
TXN0032613,CUST000328,CAMP0111,26-12-2023,3828.55
TXN0046819,CUST008042,CAMP0207,2023-11-30,16193.81
TXN0010416,CUST000196,CAMP0007,2023-04-28,441.4
TXN0017134,CUST003149,CAMP0061,2026-05-17,340.4
TXN0047939,CUST000306,CAMP0175,2026-07-28,4.35
TXN0052447,CUST001632,CAMP0049,02/04/2024,300.77
TXN0042101,CUST003549,CAMP0170,2023-10-02,87.68
TXN0028540,CUST009487,CAMP0209,2024-01-01,548.87
TXN0055566,CUST000317,CAMP0214,2026-01-30,1379.61
TXN0048375,CUST006367,CAMP0058,12/13/2024,342.69
TXN0044761,CUST000080,CAMP0197,04/13/2023,1741.66
TXN0056913,CUST008657,CAMP0055,2025-02-13,291.2
TXN0054295,CUST003069,CAMP0135,2024-03-27,3780.29
TXN0009377,CUST006269,,2023-02-21,1804.31
TXN0039809,CUST006961,CAMP0060,05/30/2026,405.45
TXN0009770,CUST007072,CAMP0066,,518.07
TXN0011367,CUST002349,CAMP0041,11/24/2025,11215.18
TXN0009317,CUST007751,CAMP0103,2023-05-04,1091.64
TXN0030424,CUST007137,CAMP0051,27-01-2023,1168.78
TXN0005290,CUST009519,CAMP0040,2024-10-14,204.56
TXN0026004,CUST004572,CAMP0130,14-02-2025,2234.44
TXN0032303,CUST004964,CAMP0190,2023-08-25,132.75
TXN0020751,CUST009053,,18 Dec 2023,4965.07
TXN0031126,CUST004000,CAMP0012,17 May 2024,279.27
TXN0038261,CUST005987,CAMP0027,24-11-2023,659.26
TXN0031177,CUST002926,,2023-06-09,352.44
TXN0024904,CUST005484,CAMP0056,11/26/2023,362.55
TXN0002390,CUST006681,CAMP0179,2024-01-23,7894.82
TXN0029249,CUST009798,CAMP0018,02/28/2025,1654.82
TXN0019308,CUST003485,CAMP0151,02/12/2025,342.57
TXN0023359,CUST008856,,12/29/2024,2362.17
TXN0028831,CUST000412,CAMP0022,2025-01-04,384.71
TXN0003810,CUST006850,CAMP0002,2023-11-11,12246.64
TXN0003554,CUST004710,CAMP0178,16-04-2023,1661.31
TXN0042904,CUST007592,CAMP0103,2024-05-31,1024.02
TXN0023495,CUST001188,CAMP0111,,1213.23
TXN0031606,CUST005538,CAMP0115,09/13/2025,999.09
TXN0007809,CUST000488,CAMP0167,2024-01-07,154.11
TXN0055020,CUST008167,CAMP0122,2026-05-01,54.7
TXN0006644,CUST004058,CAMP0080,,528.98
TXN0033926,CUST002240,CAMP0070,06/22/2023,2042.89
TXN0017592,CUST008037,CAMP0039,2025-09-28,4517.76
TXN0025079,CUST007432,CAMP0198,2025-08-24,2393.3
TXN0007727,CUST006274,CAMP0202,27-04-2025,480.13
TXN0009450,CUST009115,CAMP0069,12-08-2025,377.5
TXN0035395,CUST004670,,2023-05-04,2490.82
TXN0028533,CUST001336,CAMP0040,2023-01-11,13247.02
TXN0038359,CUST008010,CAMP0001,01-04-2024,570.43
TXN0045055,CUST003975,CAMP0041,2026-04-15,1313.04
TXN0050755,CUST009141,CAMP0199,29-01-2023,148.27
TXN0030954,CUST000430,CAMP0004,2023-09-08,272.96
TXN0048394,CUST004636,CAMP0033,19-02-2023,2467.15
TXN0025306,CUST009166,CAMP0011,2026-04-20,260.51
TXN0005103,CUST009202,CAMP0039,17-03-2025,202.37
TXN0028269,CUST008194,CAMP0118,2023-01-18,573.18
TXN0052170,CUST007741,CAMP0107,2026-04-02,458.08
TXN0005655,CUST001559,CAMP0005,2025-02-11,158.56
TXN0048512,CUST004103,CAMP0116,2023-05-21,425.34
TXN0032672,CUST004021,CAMP0005,,234.01
TXN0057411,CUST009070,CAMP0158,2025-05-25,1072.43
TXN0004142,CUST000125,CAMP0211,09/14/2024,2168.55
TXN0003423,CUST003128,CAMP0068,2026-05-20,287.82
TXN0029635,CUST006994,CAMP0141,18 Apr 2024,4024.88
TXN0010066,CUST004812,CAMP0109,2023-06-23,184.5
TXN0038591,CUST009004,CAMP0048,2023-02-19,794.16
TXN0022055,CUST000462,CAMP0162,25-06-2025,34.29
TXN0019130,CUST004322,CAMP0172,2025-12-01,1904.94
TXN0051481,CUST003564,CAMP0147,2025-02-25,3954.87
TXN0028858,CUST000415,CAMP0095,03/23/2023,299.32
TXN0037374,CUST008784,CAMP0192,02/19/2025,1823.14
TXN0043653,CUST002487,CAMP0108,2023-01-08,228.04
TXN0057689,CUST001126,CAMP0202,15-01-2025,₹436.70
TXN0044456,CUST003920,CAMP0087,05/24/2023,313.71
TXN0007053,CUST002130,CAMP0111,02-11-2025,424.72
TXN0035734,CUST004599,CAMP0153,2024-07-26,2687.67
TXN0024459,CUST007597,CAMP0059,,125.35
TXN0007629,CUST003696,CAMP0159,2024-07-23,716.2
TXN0035574,CUST002692,CAMP0001,2024-02-03,2693.97
TXN0035394,CUST005931,CAMP0003,26-01-2026,483.45
TXN0055774,CUST008289,CAMP0013,2024-02-18,₹522.86
TXN0012045,CUST000962,CAMP0072,2023-04-17,6146.37
TXN0032973,CUST002665,,30-12-2024,10561.34
TXN0052780,CUST004132,CAMP0174,2024-12-24,₹655.48
TXN0018834,CUST002116,CAMP0029,2024-07-02,"₹1,218.09"
TXN0041798,CUST005835,CAMP0158,2023-06-15,3018.66
TXN0035270,CUST003606,CAMP0077,04/09/2023,3194.74
TXN0052635,CUST009872,CAMP0074,22-03-2025,294.7
TXN0005465,CUST004582,CAMP0203,10/07/2024,4515.24
TXN0042824,CUST009839,CAMP0029,2023-06-20,504.57
TXN0051774,CUST003024,,2026-03-19,626.46
TXN0019555,CUST003758,,21-04-2026,354.46
TXN0016853,CUST003984,CAMP0017,31-10-2023,1760.79
TXN0010770,CUST001613,CAMP0080,20-05-2023,144.43
TXN0045744,CUST007123,CAMP0161,03-05-2026,191.51
TXN0019211,CUST008715,CAMP0051,08-03-2024,1354.39
TXN0002491,CUST003526,CAMP0112,2026-06-26,236.82
TXN0052119,CUST006968,,09/09/2024,1871.3
TXN0057648,CUST003602,CAMP0127,07/28/2025,202.85
TXN0027624,CUST002645,CAMP0157,04/03/2025,141.88
TXN0011317,CUST005071,CAMP0135,2026-07-01,2568.2
TXN0040460,CUST001704,CAMP0213,2024-08-30,739.9
TXN0020377,CUST003773,CAMP0001,03/03/2024,313.19
TXN0050694,CUST003262,CAMP0111,2024-11-22,546.3
TXN0023612,CUST006062,CAMP0029,2026-05-16,-3779.7
TXN0025066,CUST007370,CAMP0129,2023-05-28,1059.26
TXN0057396,CUST009570,,10/05/2023,2314.09
TXN0049653,CUST000730,CAMP0214,2023-04-03,257.44
TXN0041551,CUST004005,CAMP0218,2026-02-08,423.74
TXN0039982,CUST002114,CAMP0023,11/28/2024,2508.49
TXN0051533,CUST000441,CAMP0157,07/21/2023,342.42
TXN0016105,CUST002862,CAMP0145,2026-07-04,672.87
TXN0026373,CUST005419,CAMP0185,03/30/2025,1305.16
TXN0027900,CUST009434,CAMP0025,2025-10-17,205.43
TXN0049991,CUST004096,CAMP0024,2026-05-24,804.02
TXN0013472,CUST000033,CAMP0016,22-01-2026,477.61
TXN0027272,CUST003203,CAMP0167,2025-01-31,2386.76
TXN0035585,CUST004120,,2024-09-07,57.22
TXN0019732,CUST004290,CAMP0125,2025-10-30,678.65
TXN0022643,CUST007170,CAMP0051,2026-05-18,581.68
TXN0013229,CUST009539,CAMP0004,2024-06-02,172.11
TXN0031493,CUST007626,CAMP0036,11-07-2025,177.45
TXN0005529,CUST002186,CAMP0019,,677.02
TXN0052691,CUST002701,CAMP0178,31 Dec 2025,695.35
TXN0004751,CUST001248,CAMP0115,2024-03-16,1926.47
TXN0010520,CUST004481,CAMP0023,2025-02-11,379.58
TXN0015130,CUST007753,CAMP0090,12-07-2026,1853.41
TXN0055184,CUST006484,CAMP0133,2023-07-02,525.01
TXN0029535,CUST003119,CAMP0180,05/25/2024,138.88
TXN0008382,CUST005800,CAMP0025,2023-04-07,267.59
TXN0056868,CUST005492,CAMP0081,18-05-2026,376.63
TXN0014644,CUST000480,CAMP0170,2024-01-04,3161.17
TXN0009762,CUST000574,CAMP0050,31-07-2026,"₹3,037.48"
TXN0042405,CUST008404,CAMP0002,2023-11-11,5740.99
TXN0051569,CUST003809,CAMP0204,2024-07-28,1440.56
TXN0008102,CUST006577,CAMP0192,01/24/2026,164.47
TXN0034732,CUST004736,,2025-08-10,110.36
TXN0031329,CUST001932,,31-10-2025,840.45
TXN0025753,CUST009376,CAMP0219,20-11-2023,15627.25
TXN0038824,CUST008390,CAMP0200,2023-03-10,542.24
TXN0012839,CUST003342,CAMP0186,12/10/2025,2328.19
TXN0053002,CUST007187,CAMP0201,02/07/2026,₹344.16
TXN0052247,CUST007816,,2023-09-03,216.84
TXN0012449,CUST009270,CAMP0127,2024-11-24,64.64
TXN0008906,CUST002977,CAMP0085,2023-09-13,1108.54
TXN0036904,CUST009033,CAMP0082,04/11/2025,939.05
TXN0035521,CUST001339,CAMP0158,2025-01-10,1959.67
TXN0030612,CUST005514,CAMP0156,2025-04-06,₹110.02
TXN0053693,CUST001759,CAMP0022,2023-08-08,2797.8
TXN0044599,CUST006502,CAMP0206,2023-12-03,582.75
TXN0013222,CUST008924,,26-03-2023,₹77.00
TXN0052640,CUST006369,CAMP0060,2024-09-20,1188.17
TXN0039461,CUST001325,CAMP0126,31 Aug 2025,118.03
TXN0006759,CUST005402,CAMP0028,2024-06-09,"₹1,326.68"
TXN0027230,CUST006275,CAMP0037,2026-05-23,311.94
TXN0023254,CUST005218,CAMP0190,13-10-2025,1243.3
TXN0016992,CUST005907,CAMP0144,09-10-2023,318.88
TXN0035061,CUST008398,CAMP0140,2023-01-24,207.9
TXN0045814,CUST005429,CAMP0198,03/05/2026,4848.53
TXN0013938,CUST001235,CAMP0091,2025-08-05,558.33
TXN0006341,CUST005690,CAMP0042,2023-04-20,1339.8
TXN0037493,CUST006702,CAMP0160,04/05/2024,740.55
TXN0040295,CUST001385,,14-08-2025,4535.0
TXN0018870,CUST006643,CAMP0104,2023-09-29,589.2
TXN0020686,CUST002005,CAMP0202,2023-05-22,621.19
TXN0030374,CUST002386,CAMP0141,2025-12-08,7502.16
TXN0013091,CUST004337,CAMP0039,05/17/2024,3972.71
TXN0011452,CUST000325,CAMP0097,09/09/2025,481.99
TXN0042586,CUST009996,CAMP0217,2025-02-20,106.07
TXN0010065,CUST007168,,2023-03-20,576.94
TXN0023669,CUST006440,CAMP0146,2026-03-13,536.89
TXN0003223,CUST009345,CAMP0005,07/16/2025,1139.36
TXN0052009,CUST005478,CAMP0038,2023-11-14,1696.87
TXN0000200,CUST000288,CAMP0172,03-01-2025,675.49
TXN0035511,CUST000101,CAMP0156,27 Aug 2023,₹249.36
TXN0039803,CUST009599,CAMP0185,,5250.18
TXN0025602,CUST003319,CAMP0191,12/06/2024,3006.96
TXN0023607,CUST007870,,11 May 2026,145.14
TXN0008211,CUST001856,CAMP0191,2024-03-27,318.3
TXN0051359,CUST006506,CAMP0036,2023-10-17,515.75
TXN0026005,CUST003891,CAMP0192,2026-07-30,5125.45
TXN0042319,CUST004220,CAMP0205,2026-05-05,1149.75
TXN0056254,CUST007412,CAMP0022,2025-11-11,153.27
TXN0046020,CUST003407,CAMP0207,08-01-2024,395.49
TXN0008050,CUST003431,CAMP0064,11 Dec 2025,467.81
TXN0025953,CUST003673,CAMP0199,04 Apr 2025,3219.81
TXN0009031,CUST002497,CAMP0066,2023-10-06,346.56
TXN0019719,CUST003745,CAMP0038,05/22/2026,2211.24
TXN0054227,CUST008156,CAMP0193,,255.29
TXN0008253,CUST004625,CAMP0210,,3396.59
TXN0029431,CUST009085,CAMP0197,08 May 2023,"₹2,147.47"
TXN0022266,CUST004374,CAMP0031,2024-08-20,143.53
TXN0023761,CUST008141,,2026-06-16,960.03
TXN0022467,CUST008286,CAMP0079,2023-03-28,2076.2
TXN0002453,CUST006776,CAMP0055,07-07-2023,550.64
TXN0001522,CUST003608,CAMP0030,19 Dec 2024,435.7
TXN0005823,CUST000022,CAMP0142,2024-12-26,95.66
TXN0024927,CUST007830,CAMP0102,2025-07-20,626.25
TXN0027439,CUST000008,CAMP0154,2025-11-07,"₹3,418.00"
TXN0010136,CUST000173,CAMP0120,14 Dec 2024,5758.85
TXN0040330,CUST001705,CAMP0187,01 May 2024,840.11
TXN0002377,CUST008167,CAMP0151,06-06-2023,1021.81
TXN0057265,CUST001015,,05-10-2023,602.87
TXN0025409,CUST009185,CAMP0179,2025-12-11,716.67
TXN0008901,CUST001489,CAMP0060,2023-09-28,₹341.87
TXN0042799,CUST009750,CAMP0056,2024-10-18,292.25
TXN0028438,CUST009347,CAMP0065,11/03/2023,293.65
TXN0020244,CUST003994,CAMP0180,2026-07-10,"₹23,803.60"
TXN0056625,CUST008586,CAMP0052,2025-04-22,6652.1
TXN0032183,CUST003006,CAMP0167,2023-08-10,675.74
TXN0018793,CUST003496,CAMP0139,23-08-2024,947.51
TXN0039806,CUST009314,CAMP0053,2024-07-10,4558.17
TXN0007977,CUST009012,CAMP0002,2025-05-31,307.46
TXN0032203,CUST003776,CAMP0085,01/01/2023,258.89
TXN0020588,CUST006293,CAMP0189,2025-09-23,168.0
TXN0016077,CUST006464,,05 Apr 2025,752.3
TXN0009928,CUST003315,CAMP0018,2025-11-03,281.17
TXN0050911,CUST005330,CAMP0118,2026-01-02,"₹1,068.26"
TXN0021658,CUST006118,CAMP0176,03/02/2024,1285.43
TXN0056691,CUST009309,CAMP0016,21-10-2023,616.79
TXN0034466,CUST008702,CAMP0204,17-12-2025,278.5
TXN0047244,CUST003327,CAMP0004,2026-04-14,154.99
TXN0046772,CUST007813,CAMP0183,2024-09-12,5936.79
TXN0048513,CUST002867,CAMP0089,2023-07-14,1243.58
TXN0050852,CUST008691,CAMP0124,2024-11-30,1193.61
TXN0001364,CUST007309,CAMP0190,17-12-2023,113.44
TXN0021624,CUST004523,CAMP0100,2025-09-23,"₹1,987.20"
TXN0040297,CUST008672,CAMP0201,05 May 2025,107.11
TXN0053100,CUST001390,CAMP0003,2024-02-11,305.92
TXN0043060,CUST002538,CAMP0029,2024-10-29,3547.86
TXN0032022,CUST009463,CAMP0095,08/30/2025,380.05
TXN0041804,CUST008151,CAMP0106,2024-08-04,237.58
TXN0035512,CUST009030,CAMP0181,2026-01-20,391.58
TXN0004227,CUST004417,CAMP0156,2023-03-24,1604.06
TXN0037152,CUST007936,,26 Jul 2026,500.4
TXN0049216,CUST000016,,06/06/2026,2472.88
TXN0055546,CUST006199,CAMP0132,04-04-2023,621.06
TXN0001950,CUST009931,CAMP0002,18-03-2024,338.3
TXN0001405,CUST002076,CAMP0132,02/24/2025,"₹5,068.17"
TXN0031646,CUST009647,,23-07-2025,1299.35
TXN0049191,CUST008842,CAMP0155,06 Jun 2025,452.89
TXN0055145,CUST007665,CAMP0174,2025-04-30,5347.53
TXN0040402,CUST008006,CAMP0194,2024-01-29,284.86
TXN0032125,CUST009310,CAMP0212,03/25/2023,2438.2
TXN0042760,CUST003271,CAMP0126,27-06-2026,158.39
TXN0052254,CUST005361,CAMP0105,16-08-2025,284.69
TXN0047179,CUST004629,CAMP0183,08/25/2023,575.88
TXN0028534,CUST003912,CAMP0137,13-07-2023,148.47
TXN0033561,CUST000080,,2026-06-02,2826.81
TXN0001919,CUST001732,CAMP0065,2023-10-22,305.95
TXN0015367,CUST003554,,2023-10-06,673.0
TXN0002559,CUST001071,CAMP0025,2025-10-18,838.95
TXN0040950,CUST001342,,2023-11-25,2204.3
TXN0010473,CUST008064,CAMP0157,2023-11-27,451.96
TXN0024409,CUST002524,,16-05-2025,262.45
TXN0000933,CUST005634,CAMP0158,2026-07-22,₹634.66
TXN0012953,CUST004944,CAMP0118,06/21/2024,733.98
TXN0017525,CUST006998,CAMP0123,2024-06-07,₹452.32
TXN0004945,CUST008425,CAMP0132,,217.34
TXN0016026,CUST005802,CAMP0055,2024-11-27,2155.49
TXN0032603,CUST008319,CAMP0187,2026-02-22,2705.87
TXN0048255,CUST007378,CAMP0102,10-11-2023,584.88
TXN0022073,CUST006285,CAMP0004,11 Mar 2024,354.47
TXN0023620,CUST006222,CAMP0044,2025-05-23,617.11
TXN0054232,CUST006649,,2025-01-30,50.47
TXN0000381,CUST004923,CAMP0195,2023-11-02,4911.86
TXN0007523,CUST000984,CAMP0195,10-12-2023,1981.66
TXN0046890,CUST008794,CAMP0090,2023-08-01,699.34
TXN0004650,CUST006379,CAMP0071,2024-12-31,886.74
TXN0029135,CUST008442,CAMP0152,20 Apr 2026,618.48
TXN0036482,CUST000151,CAMP0209,2023-09-05,₹203.03
TXN0041020,CUST006974,CAMP0199,2025-01-11,784.95
TXN0026364,CUST004183,CAMP0043,2025-10-22,1288.5
TXN0041479,CUST000324,CAMP0088,22-03-2024,585.4
TXN0053039,CUST001051,CAMP0078,2026-04-19,₹178.87
TXN0032293,CUST000303,CAMP0192,19-01-2024,503.18
TXN0004795,CUST003954,CAMP0151,10/30/2025,2278.49
